# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 24
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00260.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00023.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00006.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00003.ppm
image = 00003; scale_factor = 0.31250; x =  313; y = 313; confidence = 0.01; MISS
image = 00101; scale_factor = 1.87460; x = 1264; y = 742; confidence = 0.08; MISS
image = 00101; scale_factor = 1.87460; x = 1325; y = 742; confidence = 0.03; MISS
image = 00101; scale_factor = 1.87460; x =   53; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  106; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  159; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  212; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  265; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  318; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  371; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  424; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  477; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  530; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  583; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  636; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  689; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  742; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  795; y = 795; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x =  858; y = 753; confidence = 0.31; MISS
image = 00101; scale_factor = 1.87460; x =  895; y = 797; confidence = 0.02; MISS
image = 00101; scale_factor = 1.87460; x =  958; y = 797; confidence = 0.19; MISS
image = 00101; scale_factor = 1.87460; x = 1003; y = 796; confidence = 0.00; MISS
image = 00101; scale_factor = 1.87460; x = 1060; y = 796; confidence = 0.02; MISS
image = 00101; scale_factor = 1.87460; x = 1117; y = 797; confidence = 0.01; MISS
image = 00101; scale_factor = 1.87460; x = 1174; y = 796; confidence = 0.08; MISS
image = 00101; scale_factor = 1.87460; x = 1209; y = 797; confidence = 0.04; MISS
image = 00101; scale_factor = 1.87460; x = 1266; y = 797; confidence = 0.08; MISS
image = 00101; scale_factor = 1.87460; x = 1330; y = 797; confidence = 0.01; MISS
### Image = 00101; Scale = 1.19782; T.S. Type =  5; Width =  56; x =  843; y = 386; Confidence = 0.315; Total =   50; Found =   47; % = 94.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00101.ppm
image = 00101; scale_factor = 0.31250; x =  320; y = 320; confidence = 0.07; MISS
image = 00101; scale_factor = 0.31250; x =  675; y = 278; confidence = 0.02; MISS
image = 00101; scale_factor = 0.31250; x = 1118; y = 243; confidence = 0.37; MISS
image = 00101; scale_factor = 0.31250; x = 1116; y = 243; confidence = 0.18; MISS
image = 00101; scale_factor = 0.31250; x =  301; y = 436; confidence = 0.05; MISS
image = 00101; scale_factor = 0.31250; x =  883; y = 685; confidence = 0.00; MISS
image = 00101; scale_factor = 0.31250; x =  936; y = 653; confidence = 0.32; MISS
image = 00101; scale_factor = 0.31250; x = 1024; y = 752; confidence = 0.02; MISS
image = 00101; scale_factor = 0.48906; x =  265; y = 230; confidence = 0.24; MISS
image = 00101; scale_factor = 0.48906; x =  433; y = 248; confidence = 0.36; MISS
image = 00101; scale_factor = 0.48906; x =  614; y = 208; confidence = 0.35; MISS
image = 00101; scale_factor = 0.48906; x =  823; y = 214; confidence = 0.10; MISS
image = 00101; scale_factor = 0.48906; x = 1038; y = 204; confidence = 0.39; MISS
image = 00101; scale_factor = 0.48906; x = 1144; y = 192; confidence = 0.36; MISS
image = 00101; scale_factor = 0.48906; x =  176; y = 401; confidence = 0.54; MISS
image = 00101; scale_factor = 0.48906; x =  429; y = 409; confidence = 0.59; MISS
image = 00101; scale_factor = 0.48906; x =  644; y = 399; confidence = 0.26; MISS
image = 00101; scale_factor = 0.48906; x =  866; y = 360; confidence = 0.57; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.48906; x =  855; y = 375; confidence = 0.58; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.48906; x = 1219; y = 409; confidence = 0.00; MISS
image = 00101; scale_factor = 0.48906; x =  212; y = 582; confidence = 0.18; MISS
image = 00101; scale_factor = 0.48906; x =  303; y = 477; confidence = 0.44; MISS
image = 00101; scale_factor = 0.48906; x =  802; y = 549; confidence = 0.00; MISS
image = 00101; scale_factor = 0.48906; x =  927; y = 644; confidence = 0.15; MISS
image = 00101; scale_factor = 0.48906; x =  926; y = 652; confidence = 0.07; MISS
image = 00101; scale_factor = 0.48906; x = 1306; y = 626; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  128; y = 126; confidence = 0.14; MISS
image = 00101; scale_factor = 0.76538; x =  254; y = 161; confidence = 0.04; MISS
image = 00101; scale_factor = 0.76538; x =  301; y = 174; confidence = 0.31; MISS
image = 00101; scale_factor = 0.76538; x =  506; y = 136; confidence = 0.37; MISS
image = 00101; scale_factor = 0.76538; x =  625; y = 215; confidence = 0.44; MISS
image = 00101; scale_factor = 0.76538; x =  814; y = 227; confidence = 0.34; MISS
image = 00101; scale_factor = 0.76538; x =  906; y = 115; confidence = 0.24; MISS
image = 00101; scale_factor = 0.76538; x = 1086; y =  98; confidence = 0.42; MISS
image = 00101; scale_factor = 0.76538; x = 1209; y = 169; confidence = 0.48; MISS
image = 00101; scale_factor = 0.76538; x = 1222; y = 168; confidence = 0.43; MISS
image = 00101; scale_factor = 0.76538; x =  149; y = 275; confidence = 0.26; MISS
image = 00101; scale_factor = 0.76538; x =  258; y = 282; confidence = 0.04; MISS
image = 00101; scale_factor = 0.76538; x =  394; y = 259; confidence = 0.03; MISS
image = 00101; scale_factor = 0.76538; x =  545; y = 278; confidence = 0.35; MISS
image = 00101; scale_factor = 0.76538; x =  625; y = 216; confidence = 0.37; MISS
image = 00101; scale_factor = 0.76538; x =  845; y = 371; confidence = 0.85; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.76538; x =  875; y = 351; confidence = 0.69; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.76538; x =  994; y = 234; confidence = 0.37; MISS
image = 00101; scale_factor = 0.76538; x = 1154; y = 297; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x = 1258; y = 269; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  110; y = 439; confidence = 0.46; MISS
image = 00101; scale_factor = 0.76538; x =  304; y = 464; confidence = 0.37; MISS
image = 00101; scale_factor = 0.76538; x =  328; y = 453; confidence = 0.51; MISS
image = 00101; scale_factor = 0.76538; x =  536; y = 290; confidence = 0.07; MISS
image = 00101; scale_factor = 0.76538; x =  644; y = 397; confidence = 0.16; MISS
image = 00101; scale_factor = 0.76538; x =  846; y = 378; confidence = 0.86; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.76538; x =  854; y = 382; confidence = 0.87; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 0.76538; x = 1070; y = 393; confidence = 0.12; MISS
image = 00101; scale_factor = 0.76538; x = 1170; y = 447; confidence = 0.04; MISS
image = 00101; scale_factor = 0.76538; x = 1345; y = 415; confidence = 0.01; MISS
image = 00101; scale_factor = 0.76538; x =  131; y = 525; confidence = 0.32; MISS
image = 00101; scale_factor = 0.76538; x =  194; y = 509; confidence = 0.41; MISS
image = 00101; scale_factor = 0.76538; x =  321; y = 453; confidence = 0.47; MISS
image = 00101; scale_factor = 0.76538; x =  456; y = 419; confidence = 0.02; MISS
image = 00101; scale_factor = 0.76538; x =  626; y = 398; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  829; y = 502; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  951; y = 536; confidence = 0.35; MISS
image = 00101; scale_factor = 0.76538; x = 1022; y = 548; confidence = 0.21; MISS
image = 00101; scale_factor = 0.76538; x = 1098; y = 531; confidence = 0.11; MISS
image = 00101; scale_factor = 0.76538; x = 1292; y = 605; confidence = 0.22; MISS
image = 00101; scale_factor = 0.76538; x =  120; y = 629; confidence = 0.07; MISS
image = 00101; scale_factor = 0.76538; x =  240; y = 539; confidence = 0.20; MISS
image = 00101; scale_factor = 0.76538; x =  393; y = 655; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  524; y = 655; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  655; y = 655; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  855; y = 711; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  928; y = 671; confidence = 0.20; MISS
image = 00101; scale_factor = 0.76538; x = 1040; y = 646; confidence = 0.36; MISS
image = 00101; scale_factor = 0.76538; x = 1265; y = 584; confidence = 0.05; MISS
image = 00101; scale_factor = 0.76538; x = 1282; y = 588; confidence = 0.12; MISS
image = 00101; scale_factor = 0.76538; x =   66; y = 675; confidence = 0.02; MISS
image = 00101; scale_factor = 0.76538; x =  262; y = 786; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  393; y = 786; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  524; y = 786; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  655; y = 786; confidence = 0.00; MISS
image = 00101; scale_factor = 0.76538; x =  904; y = 751; confidence = 0.08; MISS
image = 00101; scale_factor = 0.76538; x =  908; y = 743; confidence = 0.25; MISS
image = 00101; scale_factor = 0.76538; x = 1033; y = 795; confidence = 0.03; MISS
image = 00101; scale_factor = 0.76538; x = 1183; y = 795; confidence = 0.25; MISS
image = 00101; scale_factor = 0.76538; x = 1332; y = 775; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x =  118; y = 128; confidence = 0.27; MISS
image = 00101; scale_factor = 1.19782; x =  234; y =  81; confidence = 0.13; MISS
image = 00101; scale_factor = 1.19782; x =  249; y =  84; confidence = 0.42; MISS
image = 00101; scale_factor = 1.19782; x =  351; y = 115; confidence = 0.26; MISS
image = 00101; scale_factor = 1.19782; x =  422; y =  83; confidence = 0.27; MISS
image = 00101; scale_factor = 1.19782; x =  434; y =  83; confidence = 0.40; MISS
image = 00101; scale_factor = 1.19782; x =  578; y =  69; confidence = 0.16; MISS
image = 00101; scale_factor = 1.19782; x =  656; y =  90; confidence = 0.46; MISS
image = 00101; scale_factor = 1.19782; x =  720; y = 147; confidence = 0.11; MISS
image = 00101; scale_factor = 1.19782; x =  848; y =  84; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x =  915; y =  82; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  984; y =  50; confidence = 0.29; MISS
image = 00101; scale_factor = 1.19782; x = 1079; y =  83; confidence = 0.10; MISS
image = 00101; scale_factor = 1.19782; x = 1157; y =  98; confidence = 0.23; MISS
image = 00101; scale_factor = 1.19782; x = 1237; y =  77; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1266; y =  76; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  130; y = 132; confidence = 0.11; MISS
image = 00101; scale_factor = 1.19782; x =  193; y = 176; confidence = 0.38; MISS
image = 00101; scale_factor = 1.19782; x =  266; y = 182; confidence = 0.62; MISS
image = 00101; scale_factor = 1.19782; x =  320; y = 178; confidence = 0.17; MISS
image = 00101; scale_factor = 1.19782; x =  421; y = 150; confidence = 0.28; MISS
image = 00101; scale_factor = 1.19782; x =  472; y = 167; confidence = 0.26; MISS
image = 00101; scale_factor = 1.19782; x =  589; y = 176; confidence = 0.37; MISS
image = 00101; scale_factor = 1.19782; x =  690; y = 193; confidence = 0.26; MISS
image = 00101; scale_factor = 1.19782; x =  719; y = 190; confidence = 0.26; MISS
image = 00101; scale_factor = 1.19782; x =  839; y = 178; confidence = 0.11; MISS
image = 00101; scale_factor = 1.19782; x =  907; y = 161; confidence = 0.22; MISS
image = 00101; scale_factor = 1.19782; x =  991; y = 164; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1108; y = 215; confidence = 0.34; MISS
image = 00101; scale_factor = 1.19782; x = 1156; y = 159; confidence = 0.06; MISS
image = 00101; scale_factor = 1.19782; x = 1216; y = 179; confidence = 0.33; MISS
image = 00101; scale_factor = 1.19782; x = 1327; y = 164; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  100; y = 244; confidence = 0.28; MISS
image = 00101; scale_factor = 1.19782; x =  175; y = 253; confidence = 0.03; MISS
image = 00101; scale_factor = 1.19782; x =  249; y = 249; confidence = 0.26; MISS
image = 00101; scale_factor = 1.19782; x =  332; y = 249; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x =  425; y = 259; confidence = 0.30; MISS
image = 00101; scale_factor = 1.19782; x =  500; y = 250; confidence = 0.21; MISS
image = 00101; scale_factor = 1.19782; x =  574; y = 262; confidence = 0.45; MISS
image = 00101; scale_factor = 1.19782; x =  665; y = 259; confidence = 0.46; MISS
image = 00101; scale_factor = 1.19782; x =  775; y = 237; confidence = 0.36; MISS
image = 00101; scale_factor = 1.19782; x =  822; y = 268; confidence = 0.30; MISS
image = 00101; scale_factor = 1.19782; x =  929; y = 243; confidence = 0.32; MISS
image = 00101; scale_factor = 1.19782; x =  996; y = 251; confidence = 0.02; MISS
image = 00101; scale_factor = 1.19782; x = 1083; y = 239; confidence = 0.41; MISS
image = 00101; scale_factor = 1.19782; x = 1084; y = 240; confidence = 0.29; MISS
image = 00101; scale_factor = 1.19782; x = 1224; y = 274; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x = 1294; y = 197; confidence = 0.19; MISS
image = 00101; scale_factor = 1.19782; x =  109; y = 310; confidence = 0.22; MISS
image = 00101; scale_factor = 1.19782; x =  183; y = 325; confidence = 0.14; MISS
image = 00101; scale_factor = 1.19782; x =  205; y = 331; confidence = 0.30; MISS
image = 00101; scale_factor = 1.19782; x =  328; y = 299; confidence = 0.42; MISS
image = 00101; scale_factor = 1.19782; x =  413; y = 340; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  507; y = 319; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x =  615; y = 262; confidence = 0.39; MISS
image = 00101; scale_factor = 1.19782; x =  668; y = 359; confidence = 0.04; MISS
image = 00101; scale_factor = 1.19782; x =  745; y = 343; confidence = 0.18; MISS
image = 00101; scale_factor = 1.19782; x =  839; y = 364; confidence = 0.53; MISS
image = 00101; scale_factor = 1.19782; x =  885; y = 343; confidence = 0.14; MISS
image = 00101; scale_factor = 1.19782; x =  998; y = 321; confidence = 0.13; MISS
image = 00101; scale_factor = 1.19782; x = 1088; y = 324; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1160; y = 343; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x = 1223; y = 323; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1330; y = 336; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =   56; y = 442; confidence = 0.20; MISS
image = 00101; scale_factor = 1.19782; x =  159; y = 454; confidence = 0.39; MISS
image = 00101; scale_factor = 1.19782; x =  252; y = 472; confidence = 0.22; MISS
image = 00101; scale_factor = 1.19782; x =  304; y = 459; confidence = 0.25; MISS
image = 00101; scale_factor = 1.19782; x =  431; y = 444; confidence = 0.41; MISS
image = 00101; scale_factor = 1.19782; x =  432; y = 442; confidence = 0.35; MISS
image = 00101; scale_factor = 1.19782; x =  586; y = 344; confidence = 0.16; MISS
image = 00101; scale_factor = 1.19782; x =  654; y = 347; confidence = 0.12; MISS
image = 00101; scale_factor = 1.19782; x =  796; y = 363; confidence = 0.09; MISS
image = 00101; scale_factor = 1.19782; x =  847; y = 386; confidence = 0.53; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 1.19782; x =  876; y = 347; confidence = 0.17; HIT;  T.S. Type =  5; Width =  56
image = 00101; scale_factor = 1.19782; x =  984; y = 407; confidence = 0.09; MISS
image = 00101; scale_factor = 1.19782; x = 1067; y = 416; confidence = 0.51; MISS
image = 00101; scale_factor = 1.19782; x = 1146; y = 429; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1248; y = 417; confidence = 0.12; MISS
image = 00101; scale_factor = 1.19782; x = 1340; y = 417; confidence = 0.03; MISS
image = 00101; scale_factor = 1.19782; x =   44; y = 510; confidence = 0.14; MISS
image = 00101; scale_factor = 1.19782; x =  165; y = 493; confidence = 0.19; MISS
image = 00101; scale_factor = 1.19782; x =  250; y = 500; confidence = 0.21; MISS
image = 00101; scale_factor = 1.19782; x =  340; y = 481; confidence = 0.33; MISS
image = 00101; scale_factor = 1.19782; x =  427; y = 445; confidence = 0.41; MISS
image = 00101; scale_factor = 1.19782; x =  450; y = 446; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  581; y = 498; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  664; y = 498; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  810; y = 482; confidence = 0.03; MISS
image = 00101; scale_factor = 1.19782; x =  825; y = 492; confidence = 0.25; MISS
image = 00101; scale_factor = 1.19782; x =  907; y = 514; confidence = 0.04; MISS
image = 00101; scale_factor = 1.19782; x =  968; y = 450; confidence = 0.25; MISS
image = 00101; scale_factor = 1.19782; x = 1072; y = 490; confidence = 0.30; MISS
image = 00101; scale_factor = 1.19782; x = 1159; y = 490; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x = 1247; y = 491; confidence = 0.03; MISS
image = 00101; scale_factor = 1.19782; x = 1327; y = 497; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =   83; y = 581; confidence = 0.22; MISS
image = 00101; scale_factor = 1.19782; x =  168; y = 581; confidence = 0.33; MISS
image = 00101; scale_factor = 1.19782; x =  189; y = 548; confidence = 0.57; MISS
image = 00101; scale_factor = 1.19782; x =  270; y = 547; confidence = 0.27; MISS
image = 00101; scale_factor = 1.19782; x =  415; y = 581; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  498; y = 581; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  581; y = 581; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  664; y = 581; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  820; y = 541; confidence = 0.00; MISS
image = 00101; scale_factor = 1.19782; x =  867; y = 593; confidence = 0.09; MISS
image = 00101; scale_factor = 1.19782; x =  931; y = 602; confidence = 0.32; MISS
image = 00101; scale_factor = 1.19782; x =  996; y = 573; confidence = 0.03; MISS
image = 00101; scale_factor = 1.19782; x = 1066; y = 583; confidence = 0.41; MISS
image = 00101; scale_factor = 1.19782; x = 1098; y = 552; confidence = 0.01; MISS
image = 00101; scale_factor = 1.19782; x = 1247; y = 587; confidence = 0.34; MISS
image = 00101; scale_factor = 1.19782; x = 1346; y = 614; confidence = 0.26; MISS
