# Please wait, building network...
# 0.075 # 0.124 # 0.075 
# 0.124 # 0.204 # 0.124 
# 0.075 # 0.124 # 0.075 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.002 # 0.010 # 0.029 # 0.057 # 0.071 # 0.057 # 0.029 # 0.010 # 0.002 
# 0.002 # 0.008 # 0.023 # 0.046 # 0.057 # 0.046 # 0.023 # 0.008 # 0.002 
# 0.001 # 0.004 # 0.012 # 0.023 # 0.029 # 0.023 # 0.012 # 0.004 # 0.001 
# 0.000 # 0.001 # 0.004 # 0.008 # 0.010 # 0.008 # 0.004 # 0.001 # 0.000 
# 0.000 # 0.000 # 0.001 # 0.002 # 0.002 # 0.002 # 0.001 # 0.000 # 0.000 
Locale set to C.
Number of images with traffic signs within criterion = 57
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
''Image file name: /home/alberto/TIAGO/haar_competition/test_full/00018.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00056.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00071.ppm
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00085.ppm
delta = 89
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00089.ppm
scale_factor = 1.12; image = 00093; x =   95; y =  71; confidence = 0.57; MISS
scale_factor = 1.12; image = 00318; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  800; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  889; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x =  978; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1067; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1156; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00318; x = 1283; y = 644; confidence = 0.25; MISS
scale_factor = 1.12; image = 00318; x = 1335; y = 707; confidence = 0.01; MISS
### Current Image = 00314; Traffic signs searched =   36; Traffic signs found =   36; Best confidence = 0.956741; Percentage found = 100.00; HIT
### Current Image = 00314; Traffic signs searched =   37; Traffic signs found =   37; Best confidence = 0.988464; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00323.ppm
scale_factor = 1.12; image = 00338; x =  132; y =  77; confidence = 0.65; MISS
scale_factor = 1.12; image = 00338; x =  184; y = 106; confidence = 0.35; MISS
scale_factor = 1.12; image = 00338; x =  276; y =  92; confidence = 0.63; MISS
scale_factor = 1.12; image = 00338; x =  315; y = 104; confidence = 0.63; MISS
scale_factor = 1.12; image = 00338; x =  400; y =  84; confidence = 0.63; MISS
scale_factor = 1.12; image = 00338; x =  532; y =  89; confidence = 0.34; MISS
scale_factor = 1.12; image = 00338; x =  640; y = 104; confidence = 0.45; MISS
scale_factor = 1.12; image = 00338; x =  725; y =  71; confidence = 0.36; MISS
scale_factor = 1.12; image = 00338; x =  787; y =  75; confidence = 0.39; MISS
scale_factor = 1.12; image = 00338; x =  873; y =  86; confidence = 0.24; MISS
scale_factor = 1.12; image = 00338; x = 1004; y =  58; confidence = 0.31; MISS
scale_factor = 1.12; image = 00338; x = 1064; y =  95; confidence = 0.10; MISS
scale_factor = 1.12; image = 00338; x = 1133; y = 105; confidence = 0.53; MISS
scale_factor = 1.12; image = 00338; x = 1249; y =  92; confidence = 0.16; MISS
scale_factor = 1.12; image = 00338; x = 1322; y =  42; confidence = 0.38; MISS
scale_factor = 1.12; image = 00338; x =   57; y = 134; confidence = 0.62; MISS
scale_factor = 1.12; image = 00338; x =  211; y = 167; confidence = 0.13; MISS
scale_factor = 1.12; image = 00338; x =  258; y = 127; confidence = 0.51; MISS
scale_factor = 1.12; image = 00338; x =  371; y = 176; confidence = 0.42; MISS
scale_factor = 1.12; image = 00338; x =  417; y = 184; confidence = 0.45; MISS
scale_factor = 1.12; image = 00338; x =  540; y = 179; confidence = 0.12; MISS
scale_factor = 1.12; image = 00338; x =  636; y = 171; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x =  708; y = 177; confidence = 0.25; MISS
scale_factor = 1.12; image = 00338; x =  807; y = 211; confidence = 0.71; MISS
scale_factor = 1.12; image = 00338; x =  876; y = 178; confidence = 0.54; MISS
scale_factor = 1.12; image = 00338; x =  992; y = 176; confidence = 0.18; MISS
scale_factor = 1.12; image = 00338; x = 1112; y = 217; confidence = 0.33; MISS
scale_factor = 1.12; image = 00338; x = 1143; y = 199; confidence = 0.43; MISS
scale_factor = 1.12; image = 00338; x = 1242; y = 184; confidence = 0.42; MISS
scale_factor = 1.12; image = 00338; x = 1272; y = 159; confidence = 0.50; MISS
scale_factor = 1.12; image = 00338; x =  110; y = 263; confidence = 0.37; MISS
scale_factor = 1.12; image = 00338; x =  166; y = 268; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x =  265; y = 271; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  352; y = 248; confidence = 0.03; MISS
scale_factor = 1.12; image = 00338; x =  438; y = 279; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x =  596; y = 242; confidence = 0.57; MISS
scale_factor = 1.12; image = 00338; x =  607; y = 250; confidence = 0.50; MISS
scale_factor = 1.12; image = 00338; x =  700; y = 259; confidence = 0.50; MISS
scale_factor = 1.12; image = 00338; x =  807; y = 210; confidence = 0.68; MISS
scale_factor = 1.12; image = 00338; x =  890; y = 267; confidence = 0.19; MISS
scale_factor = 1.12; image = 00338; x =  931; y = 240; confidence = 0.46; MISS
scale_factor = 1.12; image = 00338; x = 1065; y = 267; confidence = 0.30; MISS
scale_factor = 1.12; image = 00338; x = 1175; y = 264; confidence = 0.40; MISS
scale_factor = 1.12; image = 00338; x = 1247; y = 267; confidence = 0.35; MISS
scale_factor = 1.12; image = 00338; x = 1331; y = 264; confidence = 0.31; MISS
scale_factor = 1.12; image = 00338; x =   62; y = 353; confidence = 0.33; MISS
scale_factor = 1.12; image = 00338; x =  197; y = 384; confidence = 0.21; MISS
scale_factor = 1.12; image = 00338; x =  192; y = 379; confidence = 0.18; MISS
scale_factor = 1.12; image = 00323; x =  406; y = 356; confidence = 0.59; HIT ***
scale_factor = 1.12; image = 00323; x =  409; y = 358; confidence = 0.52; HIT ***
scale_factor = 1.12; image = 00338; x =  533; y = 360; confidence = 0.19; MISS
scale_factor = 1.12; image = 00338; x =  642; y = 405; confidence = 0.40; MISS
scale_factor = 1.12; image = 00338; x =  666; y = 407; confidence = 0.10; MISS
scale_factor = 1.12; image = 00323; x =  859; y = 347; confidence = 0.58; HIT ***
scale_factor = 1.12; image = 00323; x =  859; y = 348; confidence = 0.61; HIT ***
scale_factor = 1.12; image = 00338; x =  973; y = 349; confidence = 0.29; MISS
scale_factor = 1.12; image = 00338; x = 1050; y = 362; confidence = 0.41; MISS
scale_factor = 1.12; image = 00338; x = 1174; y = 330; confidence = 0.40; MISS
scale_factor = 1.12; image = 00338; x = 1258; y = 368; confidence = 0.13; MISS
scale_factor = 1.12; image = 00338; x = 1330; y = 344; confidence = 0.38; MISS
scale_factor = 1.12; image = 00338; x =   70; y = 449; confidence = 0.36; MISS
scale_factor = 1.12; image = 00338; x =  185; y = 435; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x =  269; y = 440; confidence = 0.27; MISS
scale_factor = 1.12; image = 00338; x =  340; y = 455; confidence = 0.29; MISS
scale_factor = 1.12; image = 00338; x =  449; y = 439; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x =  593; y = 397; confidence = 0.13; MISS
scale_factor = 1.12; image = 00338; x =  641; y = 405; confidence = 0.49; MISS
scale_factor = 1.12; image = 00338; x =  642; y = 406; confidence = 0.43; MISS
scale_factor = 1.12; image = 00338; x =  875; y = 412; confidence = 0.61; MISS
scale_factor = 1.12; image = 00338; x =  877; y = 409; confidence = 0.65; MISS
scale_factor = 1.12; image = 00338; x =  999; y = 404; confidence = 0.36; MISS
scale_factor = 1.12; image = 00338; x = 1072; y = 436; confidence = 0.29; MISS
scale_factor = 1.12; image = 00338; x = 1155; y = 441; confidence = 0.33; MISS
scale_factor = 1.12; image = 00338; x = 1241; y = 449; confidence = 0.18; MISS
scale_factor = 1.12; image = 00338; x = 1331; y = 446; confidence = 0.05; MISS
scale_factor = 1.12; image = 00338; x =   85; y = 552; confidence = 0.03; MISS
scale_factor = 1.12; image = 00338; x =  173; y = 518; confidence = 0.31; MISS
scale_factor = 1.12; image = 00338; x =  271; y = 530; confidence = 0.15; MISS
scale_factor = 1.12; image = 00338; x =  339; y = 503; confidence = 0.38; MISS
scale_factor = 1.12; image = 00338; x =  444; y = 446; confidence = 0.01; MISS
scale_factor = 1.12; image = 00338; x =  533; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  622; y = 446; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  708; y = 451; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  810; y = 515; confidence = 0.42; MISS
scale_factor = 1.12; image = 00338; x =  894; y = 533; confidence = 0.09; MISS
scale_factor = 1.12; image = 00338; x =  986; y = 513; confidence = 0.40; MISS
scale_factor = 1.12; image = 00338; x = 1021; y = 534; confidence = 0.45; MISS
scale_factor = 1.12; image = 00338; x = 1141; y = 547; confidence = 0.22; MISS
scale_factor = 1.12; image = 00338; x = 1164; y = 521; confidence = 0.05; MISS
scale_factor = 1.12; image = 00338; x = 1315; y = 516; confidence = 0.30; MISS
scale_factor = 1.12; image = 00338; x =   93; y = 557; confidence = 0.10; MISS
scale_factor = 1.12; image = 00338; x =  148; y = 559; confidence = 0.20; MISS
scale_factor = 1.12; image = 00338; x =  263; y = 538; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  355; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  444; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  533; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  622; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  711; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  841; y = 587; confidence = 0.27; MISS
scale_factor = 1.12; image = 00338; x =  877; y = 615; confidence = 0.30; MISS
scale_factor = 1.12; image = 00338; x =  979; y = 619; confidence = 0.17; MISS
scale_factor = 1.12; image = 00338; x = 1059; y = 605; confidence = 0.46; MISS
scale_factor = 1.12; image = 00338; x = 1176; y = 639; confidence = 0.28; MISS
scale_factor = 1.12; image = 00338; x = 1248; y = 636; confidence = 0.35; MISS
scale_factor = 1.12; image = 00338; x = 1340; y = 658; confidence = 0.36; MISS
scale_factor = 1.12; image = 00338; x =   88; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  177; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  266; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  355; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  444; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  533; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  622; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  711; y = 624; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  872; y = 668; confidence = 0.00; MISS
scale_factor = 1.12; image = 00338; x =  894; y = 684; confidence = 0.35; MISS
scale_factor = 1.12; image = 00338; x =  956; y = 708; confidence = 0.44; MISS
scale_factor = 1.12; image = 00338; x = 1079; y = 704; confidence = 0.37; MISS
scale_factor = 1.12; image = 00338; x = 1156; y = 693; confidence = 0.40; MISS
scale_factor = 1.12; image = 00338; x = 1243; y = 706; confidence = 0.26; MISS
scale_factor = 1.12; image = 00338; x = 1339; y = 659; confidence = 0.22; MISS
### Current Image = 00323; Traffic signs searched =   38; Traffic signs found =   38; Best confidence = 0.586878; Percentage found = 100.00; HIT
### Current Image = 00323; Traffic signs searched =   39; Traffic signs found =   39; Best confidence = 0.609950; Percentage found = 100.00; HIT
Image file name: /home/alberto/TIAGO/haar_competition/test_full/00338.ppm
scale_factor = 1.12; image = 00343; x =   90; y =  75; confidence = 0.33; MISS
scale_factor = 1.12; image = 00343; x =  177; y =  91; confidence = 0.00; MISS
scale_factor = 1.12; image = 00343; x =  263; y =  52; confidence = 0.03; MISS
scale_factor = 1.12; image = 00343; x =  356; y =  82; confidence = 0.19; MISS
scale_factor = 1.12; image = 00343; x =  438; y =  91; confidence = 0.22; MISS
scale_factor = 1.12; image = 00343; x =  532; y = 101; confidence = 0.06; MISS
scale_factor = 1.12; image = 00343; x =  623; y =  89; confidence = 0.14; MISS
scale_factor = 1.12; image = 00343; x =  720; y =  91; confidence = 0.33; MISS
scale_factor = 1.12; image = 00343; x =  747; y =  80; confidence = 0.59; MISS
scale_factor = 1.12; image = 00343; x =  916; y =  30; confidence = 0.12; MISS
scale_factor = 1.12; image = 00343; x =  988; y =  53; confidence = 0.19; MISS
scale_factor = 1.12; image = 00343; x = 1064; y =  87; confidence = 0.39; MISS
scale_factor = 1.12; image = 00343; x = 1162; y =  57; confidence = 0.60; MISS
scale_factor = 1.12; image = 00343; x = 1240; y =  85; confidence = 0.04; MISS
scale_factor = 1.12; image = 00343; x = 1318; y =  70; confidence = 0.38; MISS
scale_factor = 1.12; image = 00343; x =   98; y = 176; confidence = 0.06; MISS
scale_factor = 1.12; image = 00343; x =  199; y = 135; confidence = 0.35; MISS
scale_factor = 1.12; image = 00343; x =  270; y = 144; confidence = 0.07; MISS
scale_factor = 1.12; image = 00343; x =  379; y = 110; confidence = 0.20; MISS
scale_factor = 1.12; image = 00343; x =  457; y = 115; confidence = 0.19; MISS
scale_factor = 1.12; image = 00343; x =  540; y = 179; confidence = 0.17; MISS
scale_factor = 1.12; image = 00343; x =  620; y = 182; confidence = 0.04; MISS
scale_factor = 1.12; image = 00343; x =  716; y = 169; confidence = 0.47; MISS
scale_factor = 1.12; image = 00343; x =  782; y = 157; confidence = 0.11; MISS
scale_factor = 1.12; image = 00343; x =  881; y = 163; confidence = 0.31; MISS
scale_factor = 1.12; image = 00343; x =  975; y = 182; confidence = 0.25; MISS
scale_factor = 1.12; image = 00343; x = 1040; y = 153; confidence = 0.19; MISS
scale_factor = 1.12; image = 00343; x = 1151; y = 245; confidence = 0.55; MISS
scale_factor = 1.12; image = 00343; x = 1253; y = 175; confidence = 0.02; MISS
scale_factor = 1.12; image = 00343; x = 1319; y = 166; confidence = 0.13; MISS
scale_factor = 1.12; image = 00343; x =   50; y = 318; confidence = 0.52; MISS
scale_factor = 1.12; image = 00343; x =  171; y = 309; confidence = 0.28; MISS
scale_factor = 1.12; image = 00343; x =  290; y = 283; confidence = 0.39; MISS
scale_factor = 1.12; image = 00343; x =  371; y = 257; confidence = 0.20; MISS
scale_factor = 1.12; image = 00343; x =  428; y = 251; confidence = 0.36; MISS
scale_factor = 1.12; image = 00343; x =  552; y = 287; confidence = 0.47; MISS
scale_factor = 1.12; image = 00343; x =  638; y = 290; confidence = 0.39; MISS
scale_factor = 1.12; image = 00343; x =  676; y = 295; confidence = 0.28; MISS
scale_factor = 1.12; image = 00343; x =  829; y = 264; confidence = 0.33; MISS
scale_factor = 1.12; image = 00343; x =  869; y = 262; confidence = 0.31; MISS
scale_factor = 1.12; image = 00343; x =  979; y = 271; confidence = 0.50; MISS
scale_factor = 1.12; image = 00343; x = 1073; y = 268; confidence = 0.24; MISS
scale_factor = 1.12; image = 00343; x = 1151; y = 242; confidence = 0.61; MISS
scale_factor = 1.12; image = 00343; x = 1234; y = 241; confidence = 0.41; MISS
scale_factor = 1.12; image = 00343; x = 1308; y = 263; confidence = 0.35; MISS
scale_factor = 1.12; image = 00343; x =   50; y = 318; confidence = 0.53; MISS
scale_factor = 1.12; image = 00343; x =  184; y = 365; confidence = 0.13; MISS
scale_factor = 1.12; image = 00343; x =  236; y = 380; confidence = 0.43; MISS
scale_factor = 1.12; image = 00343; x =  369; y = 335; confidence = 0.36; MISS
scale_factor = 1.12; image = 00338; x =  521; y = 362; confidence = 0.76; HIT ***
scale_factor = 1.12; image = 00338; x =  522; y = 360; confidence = 0.83; HIT ***
scale_factor = 1.12; image = 00343; x =  632; y = 386; confidence = 0.21; MISS
scale_factor = 1.12; image = 00343; x =  695; y = 409; confidence = 0.21; MISS
scale_factor = 1.12; image = 00343; x =  811; y = 331; confidence = 0.40; MISS
scale_factor = 1.12; image = 00343; x =  902; y = 344; confidence = 0.02; MISS
scale_factor = 1.12; image = 00338; x = 1012; y = 360; confidence = 0.69; HIT ***
scale_factor = 1.12; image = 00338; x = 1013; y = 360; confidence = 0.70; HIT ***
scale_factor = 1.12; image = 00343; x = 1170; y = 378; confidence = 0.44; MISS
scale_factor = 1.12; image = 00343; x = 1302; y = 360; confidence = 0.47; MISS
scale_factor = 1.12; image = 00343; x = 1347; y = 364; confidence = 0.31; MISS
scale_factor = 1.12; image = 00343; x =   47; y = 458; confidence = 0.49; MISS
scale_factor = 1.12; image = 00343; x =  178; y = 445; confidence = 0.38; MISS
scale_factor = 1.12; image = 00343; x =  270; y = 470; confidence = 0.52; MISS
scale_factor = 1.12; image = 00343; x =  401; y = 436; confidence = 0.44; MISS
scale_factor = 1.12; image = 00343; x =  448; y = 448; confidence = 0.31; MISS
scale_factor = 1.12; image = 00343; x =  517; y = 481; confidence = 0.40; MISS
scale_factor = 1.12; image = 00343; x =  616; y = 445; confidence = 0.01; MISS
scale_factor = 1.12; image = 00343; x =  692; y = 409; confidence = 0.14; MISS
scale_factor = 1.12; image = 00343; x =  792; y = 384; confidence = 0.12; MISS
scale_factor = 1.12; image = 00343; x =  890; y = 445; confidence = 0.38; MISS
scale_factor = 1.12; image = 00343; x =  967; y = 446; confidence = 0.21; MISS
scale_factor = 1.12; image = 00343; x = 1077; y = 430; confidence = 0.40; MISS
scale_factor = 1.12; image = 00343; x = 1103; y = 495; confidence = 0.45; MISS
scale_factor = 1.12; image = 00343; x = 1244; y = 457; confidence = 0.12; MISS
scale_factor = 1.12; image = 00343; x = 1314; y = 452; confidence = 0.11; MISS
scale_factor = 1.12; image = 00343; x =  113; y = 552; confidence = 0.50; MISS
scale_factor = 1.12; image = 00343; x =  182; y = 539; confidence = 0.50; MISS
scale_factor = 1.12; image = 00343; x =  258; y = 551; confidence = 0.39; MISS
scale_factor = 1.12; image = 00343; x =  364; y = 554; confidence = 0.38; MISS
scale_factor = 1.12; image = 00343; x =  408; y = 563; confidence = 0.53; MISS
scale_factor = 1.12; image = 00343; x =  520; y = 534; confidence = 0.36; MISS
scale_factor = 1.12; image = 00343; x =  555; y = 483; confidence = 0.00; MISS
scale_factor = 1.12; image = 00343; x =  691; y = 612; confidence = 0.01; MISS
scale_factor = 1.12; image = 00343; x =  738; y = 592; confidence = 0.04; MISS
scale_factor = 1.12; image = 00343; x =  898; y = 554; confidence = 0.41; MISS
scale_factor = 1.12; image = 00343; x =  976; y = 535; confidence = 0.00; MISS
scale_factor = 1.12; image = 00343; x = 1105; y = 495; confidence = 0.44; MISS
scale_factor = 1.12; image = 00343; x = 1105; y = 495; confidence = 0.45; MISS
scale_factor = 1.12; image = 00343; x = 1276; y = 510; confidence = 0.02; MISS
scale_factor = 1.12; image = 00343; x = 1291; y = 596; confidence = 0.36; MISS
scale_factor = 1.12; image = 00343; x =   86; y = 633; confidence = 0.14; MISS
scale_factor = 1.12; image = 00343; x =  170; y = 587; confidence = 0.37; MISS
scale_factor = 1.12; image = 00343; x =  270; y = 581; confidence = 0.49; MISS
scale_factor = 1.12; image = 00343; x =  349; y = 592; confidence = 0.42; MISS
scale_factor = 1.12; image = 00343; x =  442; y = 632; confidence = 0.33; MISS
scale_factor = 1.12; image = 00343; x =  451; y = 620; confidence = 0.03; MISS
scale_factor = 1.12; image = 00343; x =  657; y = 598; confidence = 0.12; MISS
scale_factor = 1.12; image = 00343; x =  707; y = 634; confidence = 0.02; MISS
scale_factor = 1.12; image = 00343; x =  809; y = 622; confidence = 0.02; MISS
scale_factor = 1.12; image = 00343; x =  910; y = 605; confidence = 0.13; MISS
scale_factor = 1.12; image = 00343; x =  976; y = 623; confidence = 0.00; MISS
scale_factor = 1.12; image = 00343; x = 1098; y = 661; confidence = 0.11; MISS
scale_factor = 1.12; image = 00343; x = 1176; y = 630; confidence = 0.03; MISS
scale_factor = 1.12; image = 00343; x = 1240; y = 629; confidence = 0.02; MISS
scale_factor = 1.12; image = 00343; x = 1287; y = 596; confidence = 0.20; MISS
